,Hora_Salida,Destino,Origen,Hora_Llegada,Desde,Dmxn,Mxn,No,Name,Lat,Lon
303,13:50,LAS,MEX,21:21,556,07/10/2019,19.5415,2019-12-31,UAL,36.084026,-115.153889
304,13:50,LAX,MEX,09:02,574,07/10/2019,19.5415,2019-12-31,UAL,33.941562,-118.408412
305,13:50,MUC,MEX,17:55,3385,07/10/2019,19.5415,2019-12-31,UAL,48.353598,11.775135
306,13:50,YYZ,MEX,07:00,1269,07/10/2019,19.5415,2019-12-31,UAL,43.677764,-79.624959
307,13:55,EWR,MEX,19:40,609,07/10/2019,19.5415,2019-12-31,UAL,40.689588,-74.17443
308,13:55,SFO,MEX,01:39,1717,07/10/2019,19.5415,2019-12-31,UAL,37.621313,-122.378988
309,13:55,YUL,MEX,08:00,1539,07/10/2019,19.5415,2019-12-31,UAL,45.46561,-73.745299
310,13:55,YYZ,MEX,09:19,785,07/10/2019,19.5415,2019-12-31,UAL,43.677764,-79.624959
311,14:40,YYZ,MEX,08:36,1118,07/10/2019,19.5415,2019-12-31,UAL,43.677764,-79.624959
312,15:05,DEN,MEX,06:49,349,07/10/2019,19.5415,2019-12-31,UAL,39.856121,-104.673641
313,15:05,LAS,MEX,21:26,379,07/10/2019,19.5415,2019-12-31,UAL,36.084026,-115.153889
314,15:05,LAX,MEX,09:19,465,07/10/2019,19.5415,2019-12-31,UAL,33.941562,-118.408412
315,15:05,SFO,MEX,22:30,618,07/10/2019,19.5415,2019-12-31,UAL,37.621313,-122.378988
316,17:35,LAX,MEX,09:19,465,07/10/2019,19.5415,2019-12-31,UAL,33.941562,-118.408412
317,17:35,SFO,MEX,23:52,618,07/10/2019,19.5415,2019-12-31,UAL,37.621313,-122.378988
